"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 02월 16일","19.739","18.050","18.050","18.050","0.02K","0.59%"
"2017년 02월 15일","19.623","17.920","17.960","17.920","0.02K","0.44%"
"2017년 02월 14일","19.537","17.950","17.960","17.930","0.03K","0.47%"
"2017년 02월 13일","19.445","17.900","17.900","17.900","0.01K","8.44%"
"2017년 02월 12일","17.932","17.913","17.947","17.913","-","-8.26%"
"2017년 02월 10일","19.546","18.700","18.700","18.700","0.00K","1.07%"
"2017년 02월 09일","19.340","17.750","17.815","17.750","0.11K","0.20%"
"2017년 02월 08일","19.302","17.645","17.800","17.645","0.02K","-0.18%"
"2017년 02월 07일","19.337","17.575","17.640","17.575","0.01K","0.47%"
"2017년 02월 06일","19.247","17.595","17.730","17.570","0.03K","10.06%"
"2017년 02월 05일","17.487","17.520","17.545","17.468","-","-8.02%"
"2017년 02월 03일","19.012","17.405","17.450","17.405","0.00K","0.26%"
"2017년 02월 02일","18.963","17.670","17.670","17.440","0.02K","-0.11%"
"2017년 02월 01일","18.983","17.450","17.590","17.450","0.02K","-0.42%"
"2017년 01월 31일","19.063","17.330","17.560","17.330","0.03K","2.49%"
"2017년 01월 30일","18.599","17.150","17.150","17.150","0.03K","8.02%"
"2017년 01월 29일","17.218","17.180","17.233","17.170","-","-7.31%"
"2017년 01월 27일","18.576","17.100","17.100","17.100","0.00K","1.57%"
"2017년 01월 26일","18.288","16.814","16.814","16.814","0.40K","-0.70%"
"2017년 01월 25일","18.417","16.830","16.960","16.830","0.01K","-1.12%"
"2017년 01월 24일","18.626","17.149","17.149","17.149","0.00K","-0.02%"
"2017년 01월 23일","18.629","17.200","17.200","17.130","0.01K","8.42%"
"2017년 01월 22일","17.182","17.127","17.200","17.127","-","-6.98%"
"2017년 01월 20일","18.471","16.925","17.120","16.925","0.07K","0.18%"
"2017년 01월 19일","18.438","16.967","16.967","16.967","0.00K","-1.50%"
"2017년 01월 18일","18.718","17.210","17.215","17.210","0.10K","0.67%"
"2017년 01월 17일","18.593","17.102","17.102","17.102","0.86K","10.46%"
"2017년 01월 16일","16.832","16.898","16.947","16.812","-","-0.39%"
"2017년 01월 15일","16.898","16.852","16.938","16.843","-","-7.20%"
"2017년 01월 13일","18.209","16.720","16.720","16.720","0.01K","-0.34%"
"2017년 01월 12일","18.271","16.780","16.780","16.780","0.01K","-0.02%"
"2017년 01월 11일","18.275","16.610","16.610","16.610","0.00K","-0.04%"
"2017년 01월 10일","18.282","16.635","16.800","16.595","0.24K","1.03%"
"2017년 01월 09일","18.096","16.445","16.660","16.445","0.00K","9.30%"
"2017년 01월 08일","16.557","16.513","16.557","16.498","-","-7.61%"
"2017년 01월 06일","17.921","16.375","16.490","16.375","0.00K","-0.64%"
"2017년 01월 05일","18.037","16.645","16.710","16.620","0.01K","0.46%"
"2017년 01월 04일","17.955","16.400","16.480","16.395","0.01K","0.81%"
"2017년 01월 03일","17.810","16.040","16.435","16.030","0.01K","11.21%"
"2017년 01월 02일","16.015","15.985","16.027","15.968","-","-7.90%"
"2016년 12월 30일","17.389","16.235","16.235","15.860","0.16K","-1.33%"
"2016년 12월 29일","17.623","15.995","16.200","15.995","0.12K","1.08%"
"2016년 12월 28일","17.435","16.000","16.025","15.875","0.18K","0.29%"
"2016년 12월 27일","17.385","15.840","15.840","15.840","0.01K","9.86%"
"2016년 12월 26일","15.825","15.828","15.867","15.817","-","-7.75%"
"2016년 12월 23일","17.155","15.775","15.800","15.740","0.01K","-0.65%"
"2016년 12월 22일","17.268","15.915","15.970","15.790","0.08K","-0.66%"
"2016년 12월 21일","17.383","16.105","16.125","15.950","0.19K","-0.79%"
"2016년 12월 20일","17.522","15.710","16.025","15.700","0.02K","0.17%"
"2016년 12월 19일","17.493","16.000","16.000","15.980","0.01K","8.23%"
"2016년 12월 18일","16.163","16.145","16.172","16.140","-","-8.28%"
"2016년 12월 16일","17.622","16.000","16.000","16.000","0.14K","1.44%"
"2016년 12월 15일","17.371","16.500","16.500","15.890","0.42K","-6.86%"
"2016년 12월 14일","18.650","17.140","17.140","16.800","0.16K","1.33%"
"2016년 12월 13일","18.406","17.075","17.150","16.765","0.20K","-1.18%"
"2016년 12월 12일","18.625","16.830","17.145","16.830","0.10K","9.77%"
"2016년 12월 11일","16.968","16.932","16.973","16.900","-","-6.98%"
"2016년 12월 09일","18.241","16.980","17.020","16.820","0.19K","-0.71%"
"2016년 12월 08일","18.372","17.100","17.110","16.995","0.08K","-0.99%"
"2016년 12월 07일","18.556","16.665","17.190","16.645","0.04K","2.62%"
"2016년 12월 06일","18.083","16.840","16.860","16.765","0.27K","-0.56%"
"2016년 12월 05일","18.184","16.905","16.960","16.525","0.20K","7.84%"
"2016년 12월 04일","16.862","16.793","17.047","16.793","-","-6.95%"
"2016년 12월 02일","18.122","16.615","16.775","16.305","0.14K","1.82%"
"2016년 12월 01일","17.798","16.495","16.630","16.250","0.78K","0.17%"
"2016년 11월 30일","17.767","16.545","16.715","16.395","1.21K","-1.44%"
"2016년 11월 29일","18.027","16.605","16.700","16.390","17.88K","0.38%"
"2016년 11월 28일","17.959","16.578","16.578","16.578","0.32K","0.72%"
"2016년 11월 25일","17.830","16.540","16.540","16.540","0.00K","9.10%"
"2016년 11월 24일","16.343","16.348","16.390","16.218","-","-7.98%"
"2016년 11월 23일","17.761","16.255","16.260","16.255","0.00K","-1.36%"
"2016년 11월 22일","18.006","16.623","16.623","16.623","0.13K","0.77%"
"2016년 11월 21일","17.868","16.550","16.550","16.550","0.00K","7.94%"
"2016년 11월 20일","16.553","16.600","16.600","16.527","-","-7.88%"
"2016년 11월 18일","17.968","16.613","16.613","16.613","0.03K","-0.86%"
"2016년 11월 17일","18.123","16.761","16.761","16.761","0.25K","-0.81%"
"2016년 11월 16일","18.271","16.925","16.925","16.925","0.00K","-0.60%"
"2016년 11월 15일","18.381","17.050","17.050","17.050","0.00K","0.82%"
"2016년 11월 14일","18.231","17.460","17.460","16.805","0.02K","4.43%"
"2016년 11월 13일","17.457","17.332","17.487","17.332","-","-6.81%"
"2016년 11월 11일","18.733","18.705","18.800","17.335","0.03K","-6.85%"
"2016년 11월 10일","20.110","18.475","18.475","18.460","0.00K","1.78%"
"2016년 11월 09일","19.759","18.770","18.800","18.405","0.02K","0.12%"
"2016년 11월 08일","19.736","18.300","18.700","18.300","0.02K","1.02%"
"2016년 11월 07일","19.536","18.150","18.195","18.150","0.01K","7.49%"
"2016년 11월 06일","18.175","18.260","18.260","18.130","-","-8.02%"
"2016년 11월 04일","19.759","18.370","18.370","18.370","0.01K","-0.18%"
"2016년 11월 03일","19.795","18.330","18.330","18.330","0.00K","-1.36%"
"2016년 11월 02일","20.068","18.330","18.600","18.330","0.01K","1.42%"
"2016년 11월 01일","19.787","18.000","18.450","18.000","0.05K","3.34%"
"2016년 10월 31일","19.148","17.810","17.810","17.810","0.00K","7.33%"
"2016년 10월 30일","17.840","17.800","17.865","17.800","-","-6.83%"
"2016년 10월 28일","19.148","17.625","17.855","17.605","0.04K","0.86%"
"2016년 10월 27일","18.984","17.590","17.590","17.590","0.02K","-0.01%"
"2016년 10월 26일","18.985","17.655","17.655","17.655","0.01K","-0.88%"
"2016년 10월 25일","19.154","17.630","17.660","17.630","0.01K","0.90%"
"2016년 10월 24일","18.983","17.562","17.562","17.562","0.11K","8.32%"
"2016년 10월 23일","17.525","17.538","17.538","17.490","-","-7.15%"
"2016년 10월 21일","18.875","17.448","17.448","17.448","0.06K","-0.30%"
"2016년 10월 20일","18.932","17.685","17.685","17.425","0.02K","-0.62%"
"2016년 10월 19일","19.051","17.585","17.710","17.585","0.01K","0.11%"
"2016년 10월 18일","19.031","17.650","17.650","17.495","0.02K","0.94%"
"2016년 10월 17일","18.854","17.415","17.415","17.415","0.01K","7.97%"
"2016년 10월 16일","17.462","17.450","17.468","17.413","-","-7.22%"
"2016년 10월 14일","18.820","17.345","17.435","17.330","0.03K","-0.09%"
"2016년 10월 13일","18.837","17.440","17.450","17.435","0.01K","-0.24%"
"2016년 10월 12일","18.883","17.500","17.500","17.500","0.01K","-0.04%"
"2016년 10월 11일","18.891","17.650","17.650","17.650","0.01K","-0.79%"
"2016년 10월 10일","19.042","17.685","17.685","17.655","0.00K","7.51%"
"2016년 10월 09일","17.712","17.572","17.742","17.572","-","-5.56%"
"2016년 10월 07일","18.755","18.670","18.670","18.670","0.00K","0.19%"
"2016년 10월 06일","18.720","17.735","17.765","17.280","0.02K","-1.85%"
"2016년 10월 05일","19.073","17.850","17.850","17.605","0.02K","-0.42%"
"2016년 10월 04일","19.154","18.500","18.500","18.000","0.16K","-5.45%"
"2016년 10월 03일","20.259","18.870","18.870","18.800","0.01K","5.42%"
"2016년 10월 02일","19.218","19.227","19.260","19.160","-","-6.74%"
"2016년 09월 30일","20.607","19.400","19.600","19.150","0.07K","0.12%"
"2016년 09월 29일","20.582","19.225","19.225","19.010","0.09K","0.33%"
"2016년 09월 28일","20.515","19.050","19.055","19.050","0.05K","-0.20%"
"2016년 09월 27일","20.556","19.380","19.380","19.120","0.03K","-2.04%"
"2016년 09월 26일","20.984","19.560","19.560","19.560","0.04K","6.08%"
"2016년 09월 25일","19.782","19.740","19.803","19.740","-","-6.62%"
"2016년 09월 23일","21.184","19.855","19.855","19.760","0.05K","-1.34%"
"2016년 09월 22일","21.472","19.985","20.010","19.880","0.04K","1.59%"
"2016년 09월 21일","21.135","19.686","19.686","19.686","0.02K","2.39%"
"2016년 09월 20일","20.642","19.200","19.200","19.140","0.01K","-0.06%"
"2016년 09월 19일","20.655","18.875","19.235","18.875","0.05K","9.38%"
"2016년 09월 18일","18.883","18.845","18.918","18.840","-","-6.64%"
"2016년 09월 16일","20.226","18.890","18.890","18.750","0.08K","-0.82%"
"2016년 09월 15일","20.394","18.965","19.040","18.810","0.13K","-0.12%"
"2016년 09월 14일","20.419","18.995","18.995","18.985","0.11K","0.45%"
"2016년 09월 13일","20.327","19.170","19.170","18.965","0.08K","-0.12%"
"2016년 09월 12일","20.352","19.035","19.035","18.715","0.25K","6.24%"
"2016년 09월 11일","19.157","19.113","19.220","19.113","-","-7.56%"
"2016년 09월 09일","20.724","19.615","19.620","19.025","0.13K","-1.47%"
"2016년 09월 08일","21.034","19.795","19.875","19.580","0.24K","-0.83%"
"2016년 09월 07일","21.210","19.970","20.015","19.735","0.24K","-1.28%"
"2016년 09월 06일","21.486","19.395","20.100","19.315","0.83K","9.44%"
"2016년 09월 05일","19.633","19.453","19.652","19.380","-","0.96%"
"2016년 09월 04일","19.447","19.470","19.498","19.428","-","-6.10%"
"2016년 09월 02일","20.710","18.860","19.395","18.780","0.51K","2.06%"
"2016년 09월 01일","20.292","18.700","18.900","18.585","0.37K","1.17%"
"2016년 08월 31일","20.058","18.580","18.795","18.520","1.59K","0.15%"
"2016년 08월 30일","20.027","18.860","18.940","18.550","14.29K","-0.92%"
"2016년 08월 29일","20.213","18.762","18.762","18.762","0.00K","9.02%"
"2016년 08월 28일","18.540","18.620","18.620","18.520","-","-7.78%"
"2016년 08월 26일","20.104","18.695","18.695","18.595","0.00K","0.63%"
"2016년 08월 25일","19.979","18.505","18.505","18.505","0.00K","-0.43%"
"2016년 08월 24일","20.066","18.820","18.820","18.540","0.01K","-1.85%"
"2016년 08월 23일","20.445","18.925","18.925","18.925","0.03K","0.35%"
"2016년 08월 22일","20.374","18.855","18.950","18.845","0.02K","7.31%"
"2016년 08월 21일","18.987","19.290","19.290","18.715","-","-8.81%"
"2016년 08월 19일","20.821","19.365","19.365","19.365","0.00K","-1.94%"
"2016년 08월 18일","21.234","19.830","19.850","19.760","0.01K","0.52%"
"2016년 08월 17일","21.124","19.695","19.695","19.695","0.00K","-1.03%"
"2016년 08월 16일","21.344","19.950","20.065","19.920","0.03K","0.06%"
"2016년 08월 15일","21.332","19.821","19.821","19.821","0.00K","7.64%"
"2016년 08월 14일","19.818","19.720","19.820","19.715","-","-6.49%"
"2016년 08월 12일","21.194","19.710","19.730","19.710","0.01K","-1.49%"
"2016년 08월 11일","21.514","19.984","19.984","19.984","0.06K","-0.64%"
"2016년 08월 10일","21.653","20.195","20.355","20.185","0.01K","1.57%"
"2016년 08월 09일","21.319","19.814","19.814","19.814","0.01K","0.28%"
"2016년 08월 08일","21.260","19.690","19.840","19.690","0.03K","7.96%"
"2016년 08월 07일","19.693","19.742","19.742","19.595","-","-7.39%"
"2016년 08월 05일","21.264","20.270","20.270","20.270","0.01K","-2.61%"
"2016년 08월 04일","21.833","20.395","20.420","20.100","0.03K","-0.12%"
"2016년 08월 03일","21.860","20.625","20.645","20.405","0.02K","-1.05%"
"2016년 08월 02일","22.091","20.405","20.750","20.405","0.03K","1.09%"
"2016년 08월 01일","21.853","20.510","20.655","20.495","0.02K","7.09%"
"2016년 07월 31일","20.407","20.377","20.438","20.370","-","-5.84%"
"2016년 07월 29일","21.672","20.200","20.300","20.070","0.09K","0.77%"
"2016년 07월 28일","21.506","20.290","20.500","20.205","0.02K","2.52%"
"2016년 07월 27일","20.977","19.965","19.965","19.965","0.00K","1.54%"
"2016년 07월 26일","20.658","19.675","19.685","19.590","0.17K","0.19%"
"2016년 07월 25일","20.618","19.500","19.665","19.400","0.12K","4.92%"
"2016년 07월 24일","19.652","19.690","19.690","19.633","-","-4.86%"
"2016년 07월 22일","20.656","19.790","19.795","19.790","0.08K","-0.61%"
"2016년 07월 21일","20.782","19.375","19.535","19.325","0.03K","1.00%"
"2016년 07월 20일","20.576","19.625","19.625","19.410","0.14K","-1.88%"
"2016년 07월 19일","20.970","19.960","20.010","19.920","0.05K","-0.33%"
"2016년 07월 18일","21.039","20.025","20.095","19.745","0.30K","3.91%"
"2016년 07월 17일","20.248","20.307","20.307","20.178","-","-4.17%"
"2016년 07월 15일","21.129","20.230","20.230","20.080","0.09K","-0.74%"
"2016년 07월 14일","21.287","20.440","20.440","20.085","0.12K","-0.41%"
"2016년 07월 13일","21.375","20.385","20.420","20.195","0.09K","1.17%"
"2016년 07월 12일","21.128","20.410","20.465","20.100","0.14K","-0.58%"
"2016년 07월 11일","21.252","20.370","20.605","20.215","0.14K","3.48%"
"2016년 07월 10일","20.538","20.320","20.565","20.320","-","-2.37%"
"2016년 07월 08일","21.036","19.735","20.210","19.400","0.38K","1.26%"
"2016년 07월 07일","20.775","20.140","20.220","19.530","0.54K","-1.71%"
"2016년 07월 06일","21.137","20.330","20.495","19.945","0.41K","1.47%"
"2016년 07월 05일","20.830","19.755","21.095","19.625","0.95K","1.66%"
"2016년 07월 04일","20.490","20.025","21.207","20.020","-","2.30%"
"2016년 07월 03일","20.030","19.830","20.057","19.763","-","-2.32%"
"2016년 07월 01일","20.505","18.790","19.925","18.775","1.08K","5.02%"
"2016년 06월 30일","19.524","18.315","18.855","18.245","1.44K","1.12%"
"2016년 06월 29일","19.308","17.800","18.515","17.800","26.07K","2.78%"
"2016년 06월 28일","18.785","17.839","17.839","17.839","0.01K","0.55%"
"2016년 06월 27일","18.683","17.865","17.865","17.865","0.00K","4.20%"
"2016년 06월 26일","17.930","17.800","17.960","17.800","-","-4.37%"
"2016년 06월 24일","18.749","17.215","17.825","17.215","0.06K","2.33%"
"2016년 06월 23일","18.322","17.348","17.348","17.348","0.00K","0.25%"
"2016년 06월 22일","18.276","17.230","17.240","17.230","0.00K","-0.04%"
"2016년 06월 21일","18.283","17.311","17.311","17.311","0.08K","-1.04%"
"2016년 06월 20일","18.476","17.445","17.445","17.445","0.00K","5.88%"
"2016년 06월 19일","17.450","17.460","17.475","17.300","-","-5.00%"
"2016년 06월 17일","18.369","17.420","17.455","17.420","0.00K","-1.06%"
"2016년 06월 16일","18.566","17.700","17.700","17.255","0.01K","0.56%"
"2016년 06월 15일","18.462","17.490","17.490","17.490","0.00K","0.43%"
"2016년 06월 14일","18.383","17.410","17.410","17.410","0.02K","-0.11%"
"2016년 06월 13일","18.404","17.428","17.428","17.428","0.00K","5.92%"
"2016년 06월 12일","17.375","17.350","17.375","17.325","-","-5.01%"
"2016년 06월 10일","18.291","17.315","17.315","17.315","0.00K","0.34%"
"2016년 06월 09일","18.229","17.130","17.165","16.980","0.03K","1.61%"
"2016년 06월 08일","17.940","16.550","17.050","16.550","0.01K","3.43%"
"2016년 06월 07일","17.345","16.377","16.377","16.377","0.00K","-0.30%"
"2016년 06월 06일","17.398","16.428","16.428","16.428","0.00K","5.73%"
"2016년 06월 05일","16.455","16.410","16.460","16.410","-","-4.96%"
"2016년 06월 03일","17.314","16.350","16.430","16.345","0.01K","2.00%"
"2016년 06월 02일","16.975","16.025","16.025","16.025","0.00K","0.56%"
"2016년 06월 01일","16.881","16.000","16.000","15.920","0.01K","-0.35%"
"2016년 05월 31일","16.941","16.010","16.105","15.960","0.08K","5.65%"
"2016년 05월 30일","16.035","16.140","16.140","15.915","-","-6.83%"
"2016년 05월 27일","17.211","16.295","16.325","16.175","0.40K","-0.43%"
"2016년 05월 26일","17.286","16.285","16.455","16.280","0.01K","0.47%"
"2016년 05월 25일","17.205","16.245","16.335","16.245","0.21K","0.06%"
"2016년 05월 24일","17.195","16.320","16.320","16.255","0.01K","-0.97%"
"2016년 05월 23일","17.363","16.320","16.435","16.320","0.02K","5.23%"
"2016년 05월 22일","16.500","16.500","16.520","16.490","-","-5.51%"
"2016년 05월 20일","17.463","16.465","16.465","16.465","0.00K","0.27%"
"2016년 05월 19일","17.416","16.910","16.910","16.415","0.08K","-3.54%"
