"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 05월 19일","28.010","28.267","28.340","27.948","-","-1.14%"
"2021년 05월 18일","28.333","28.325","28.900","28.120","77.21K","0.21%"
"2021년 05월 17일","28.274","27.515","28.435","27.440","86.80K","2.51%"
"2021년 05월 16일","27.582","27.483","27.610","27.455","-","0.79%"
"2021년 05월 14일","27.365","27.190","27.595","26.920","58.61K","1.13%"
"2021년 05월 13일","27.059","27.095","27.330","26.780","63.63K","-0.68%"
"2021년 05월 12일","27.244","27.760","27.830","27.030","77.86K","-1.53%"
"2021년 05월 11일","27.667","27.400","27.780","27.180","62.13K","0.64%"
"2021년 05월 10일","27.492","27.680","28.005","27.320","65.17K","-0.99%"
"2021년 05월 09일","27.767","27.560","27.780","27.560","-","1.06%"
"2021년 05월 07일","27.477","27.450","27.800","27.230","80.78K","0.00%"
"2021년 05월 06일","27.477","26.590","27.585","26.245","90.93K","3.60%"
"2021년 05월 05일","26.522","26.595","26.710","26.165","40.71K","-0.14%"
"2021년 05월 04일","26.558","27.015","27.240","26.160","76.95K","-1.49%"
"2021년 05월 03일","26.960","25.990","27.115","25.850","77.32K","4.02%"
"2021년 05월 02일","25.918","25.980","25.983","25.890","-","0.17%"
"2021년 04월 30일","25.873","26.170","26.275","25.855","55.51K","-0.81%"
"2021년 04월 29일","26.085","26.300","26.580","25.745","81.33K","-0.13%"
"2021년 04월 28일","26.118","26.380","26.380","25.875","56.13K","-1.26%"
"2021년 04월 27일","26.450","26.355","26.560","26.140","46.97K","0.77%"
"2021년 04월 26일","26.247","26.090","26.320","25.935","35.75K","0.97%"
"2021년 04월 25일","25.995","25.992","26.045","25.965","-","-0.46%"
"2021년 04월 23일","26.114","26.240","26.510","25.930","19.01K","-0.40%"
"2021년 04월 22일","26.219","26.700","26.700","26.055","20.47K","-1.45%"
"2021년 04월 21일","26.606","25.900","26.765","25.840","19.15K","2.83%"
"2021년 04월 20일","25.875","25.910","26.175","25.765","15.12K","0.01%"
"2021년 04월 19일","25.873","26.110","26.310","25.715","9.95K","-0.44%"
"2021년 04월 18일","25.988","26.035","26.062","25.973","-","-0.58%"
"2021년 04월 16일","26.140","25.960","26.410","25.835","8.13K","0.55%"
"2021년 04월 15일","25.998","25.495","26.100","25.420","8.45K","1.72%"
"2021년 04월 14일","25.559","25.420","25.610","25.275","13.93K","0.38%"
"2021년 04월 13일","25.462","24.875","25.575","24.725","17.85K","2.25%"
"2021년 04월 12일","24.901","25.325","25.360","24.760","13.27K","-1.60%"
"2021년 04월 11일","25.305","25.315","25.320","25.253","-","-0.21%"
"2021년 04월 09일","25.359","25.575","25.575","25.040","12.86K","-1.01%"
"2021년 04월 08일","25.618","25.245","25.695","25.060","18.85K","1.33%"
"2021년 04월 07일","25.282","25.240","25.355","24.945","6.24K","0.08%"
"2021년 04월 06일","25.263","24.950","25.385","24.845","4.78K","1.80%"
"2021년 04월 05일","24.816","25.075","25.170","24.705","2.43K","-0.92%"
"2021년 04월 04일","25.047","25.003","25.062","24.965","-","0.26%"
"2021년 04월 01일","24.983","24.495","25.075","24.325","63.17K","1.67%"
"2021년 03월 31일","24.572","24.095","24.585","23.785","2.89K","1.63%"
"2021년 03월 30일","24.177","24.745","24.790","23.925","4.31K","-2.55%"
"2021년 03월 29일","24.810","25.135","25.165","24.530","2.75K","-1.08%"
"2021년 03월 28일","25.082","25.133","25.145","25.038","-","-0.28%"
"2021년 03월 26일","25.152","25.165","25.350","24.970","3.07K","0.28%"
"2021년 03월 25일","25.081","25.220","25.285","24.475","4.20K","-0.72%"
"2021년 03월 24일","25.264","25.130","25.415","25.050","2.94K","0.03%"
"2021년 03월 23일","25.257","25.860","25.895","25.085","3.55K","-2.09%"
"2021년 03월 22일","25.795","26.355","26.355","25.485","2.82K","-0.61%"
"2021년 03월 21일","25.953","26.337","26.337","25.933","-","-1.50%"
"2021년 03월 19일","26.348","26.175","26.390","25.980","2.55K","-0.11%"
"2021년 03월 18일","26.378","26.490","26.755","25.905","2.06K","1.12%"
"2021년 03월 17일","26.086","26.050","26.635","25.845","1.60K","0.21%"
"2021년 03월 16일","26.031","26.360","26.435","25.935","2.04K","-1.08%"
"2021년 03월 15일","26.316","26.085","26.400","25.890","1.73K","0.99%"
"2021년 03월 14일","26.058","25.983","26.157","25.977","-","0.48%"
"2021년 03월 12일","25.934","26.205","26.245","25.470","2.40K","-1.08%"
"2021년 03월 11일","26.216","26.310","26.560","25.925","3.45K","0.23%"
"2021년 03월 10일","26.155","26.070","26.340","25.680","2.06K","-0.21%"
"2021년 03월 09일","26.210","25.260","26.240","25.155","3.14K","3.63%"
"2021년 03월 08일","25.293","25.430","25.945","25.015","3.90K","-0.77%"
"2021년 03월 07일","25.490","25.390","25.615","25.390","-","0.68%"
"2021년 03월 05일","25.318","25.320","25.520","24.880","3.39K","-0.69%"
"2021년 03월 04일","25.495","26.245","26.395","25.155","4.91K","-3.49%"
"2021년 03월 03일","26.416","26.880","26.890","25.905","3.39K","-1.82%"
"2021년 03월 02일","26.907","26.590","26.980","25.850","2.43K","0.75%"
"2021년 03월 01일","26.706","26.695","27.185","26.540","2.40K","-0.47%"
"2021년 02월 28일","26.832","26.668","26.840","26.630","-","1.37%"
"2021년 02월 26일","26.470","27.530","27.665","26.250","3.26K","-4.50%"
"2021년 02월 25일","27.716","28.020","28.350","27.400","3.09K","-0.85%"
"2021년 02월 24일","27.954","27.810","28.110","27.480","2.14K","0.66%"
"2021년 02월 23일","27.772","28.335","28.475","27.500","2.36K","-1.38%"
"2021년 02월 22일","28.161","27.635","28.345","27.410","2.10K","2.49%"
"2021년 02월 21일","27.477","27.308","27.630","27.308","-","0.59%"
"2021년 02월 19일","27.316","27.115","27.745","26.200","1.84K","0.67%"
"2021년 02월 18일","27.134","27.545","27.590","26.965","1.08K","-0.84%"
"2021년 02월 17일","27.363","27.175","27.515","26.975","1.13K","-0.04%"
"2021년 02월 16일","27.374","27.595","28.095","26.980","3.21K","-1.08%"
"2021년 02월 15일","27.672","27.503","27.802","27.468","-","0.59%"
"2021년 02월 14일","27.510","27.395","27.615","27.395","-","0.49%"
"2021년 02월 12일","27.377","27.000","27.540","27.000","1.46K","0.98%"
"2021년 02월 11일","27.110","27.055","27.385","26.835","1.62K","-0.08%"
"2021년 02월 10일","27.132","27.315","27.565","27.045","1.29K","-1.15%"
"2021년 02월 09일","27.449","27.480","27.800","27.245","2.46K","-0.58%"
"2021년 02월 08일","27.608","27.325","27.710","26.955","1.57K","0.97%"
"2021년 02월 07일","27.343","27.027","27.390","26.825","-","1.02%"
"2021년 02월 05일","27.067","26.455","27.150","26.340","2.94K","2.93%"
"2021년 02월 04일","26.297","26.720","26.785","26.000","1.57K","-2.44%"
"2021년 02월 03일","26.956","26.825","27.250","26.625","3.37K","1.93%"
"2021년 02월 02일","26.446","28.830","28.925","26.400","3.39K","-9.93%"
"2021년 02월 01일","29.361","28.415","30.015","28.300","7.36K","1.88%"
"2021년 01월 31일","28.820","27.055","29.223","27.055","-","6.76%"
"2021년 01월 29일","26.995","26.740","27.770","26.295","1.96K","3.77%"
"2021년 01월 28일","26.014","25.190","27.000","25.125","1.92K","2.04%"
"2021년 01월 27일","25.495","25.535","25.555","24.855","1.15K","-0.58%"
"2021년 01월 26일","25.644","25.490","25.725","25.420","0.56K","0.21%"
"2021년 01월 25일","25.590","25.700","25.900","25.470","0.50K","-0.10%"
"2021년 01월 24일","25.615","25.497","25.680","25.455","-","-0.16%"
"2021년 01월 22일","25.657","25.705","25.760","25.255","0.38K","-1.17%"
"2021년 01월 21일","25.962","25.990","26.175","25.825","0.45K","0.33%"
"2021년 01월 20일","25.876","25.540","26.030","25.420","1.23K","1.71%"
"2021년 01월 19일","25.440","24.790","25.475","24.400","0.60K","1.58%"
"2021년 01월 18일","25.045","24.250","25.200","24.250","-","3.27%"
"2021년 01월 17일","24.253","24.812","24.890","24.220","-","-2.95%"
"2021년 01월 15일","24.989","25.730","25.730","24.765","1.32K","-3.63%"
"2021년 01월 14일","25.930","25.520","25.985","25.250","0.86K","0.90%"
"2021년 01월 13일","25.699","25.820","25.820","25.345","0.53K","0.52%"
"2021년 01월 12일","25.567","25.240","25.850","25.220","1.11K","0.61%"
"2021년 01월 11일","25.412","25.105","25.470","24.695","1.58K","1.11%"
"2021년 01월 10일","25.133","25.358","25.590","24.915","-","1.45%"
"2021년 01월 08일","24.773","27.390","27.390","24.715","1.25K","-9.59%"
"2021년 01월 07일","27.402","27.425","27.585","27.275","0.46K","0.77%"
"2021년 01월 06일","27.192","27.820","28.250","26.985","0.68K","-2.16%"
"2021년 01월 05일","27.792","27.470","27.990","27.470","0.57K","1.02%"
"2021년 01월 04일","27.512","27.225","27.860","27.035","1.34K","1.87%"
"2021년 01월 03일","27.008","26.560","27.085","26.552","-","1.82%"
"2021년 01월 01일","26.525","26.525","26.525","26.525","-","-0.03%"
"2020년 12월 31일","26.533","26.905","26.915","26.480","0.18K","-0.61%"
"2020년 12월 30일","26.696","26.415","26.780","26.415","0.39K","1.37%"
"2020년 12월 29일","26.336","26.765","26.765","26.250","0.25K","-1.20%"
"2020년 12월 28일","26.656","26.375","27.010","26.375","0.32K","1.37%"
"2020년 12월 27일","26.295","25.910","26.305","25.910","-","1.04%"
"2020년 12월 24일","26.024","26.100","26.130","25.665","0.20K","-0.02%"
"2020년 12월 23일","26.030","25.580","26.040","25.430","0.73K","1.53%"
"2020년 12월 22일","25.638","26.595","26.595","25.400","1.18K","-3.17%"
"2020년 12월 21일","26.478","26.270","27.460","25.275","0.47K","1.78%"
"2020년 12월 20일","26.015","26.075","26.075","26.005","-","-0.44%"
"2020년 12월 18일","26.129","26.190","26.225","26.010","0.62K","-0.59%"
"2020년 12월 17일","26.285","25.580","26.370","25.580","0.54K","4.49%"
"2020년 12월 16일","25.155","24.750","25.585","24.750","0.46K","1.69%"
"2020년 12월 15일","24.737","24.260","24.755","24.245","0.58K","2.48%"
"2020년 12월 14일","24.139","24.220","24.375","24.055","0.58K","0.27%"
"2020년 12월 13일","24.073","24.062","24.165","24.038","-","-0.43%"
"2020년 12월 11일","24.177","24.185","24.250","24.005","1.29K","-0.02%"
"2020년 12월 10일","24.181","24.015","24.345","24.015","1.46K","0.38%"
"2020년 12월 09일","24.090","24.500","24.555","23.805","1.51K","-3.00%"
"2020년 12월 08일","24.836","24.900","24.975","24.725","1.58K","-0.32%"
"2020년 12월 07일","24.916","24.250","25.020","23.785","0.93K","2.73%"
"2020년 12월 06일","24.255","24.285","24.365","24.215","-","-0.51%"
"2020년 12월 04일","24.379","24.485","24.600","24.235","0.34K","0.52%"
"2020년 12월 03일","24.254","24.160","24.515","24.045","0.35K","0.22%"
"2020년 12월 02일","24.201","24.100","24.525","23.855","0.59K","-0.09%"
"2020년 12월 01일","24.222","23.060","24.300","23.060","0.63K","6.57%"
"2020년 11월 30일","22.729","22.305","22.880","22.285","0.58K","-0.03%"
"2020년 11월 29일","22.735","22.780","22.785","22.727","-","-0.25%"
"2020년 11월 27일","22.792","23.690","23.690","22.605","0.37K","-1.82%"
"2020년 11월 26일","23.215","23.395","23.505","23.190","-","-1.63%"
"2020년 11월 25일","23.600","23.570","23.795","23.555","0.25K","0.15%"
"2020년 11월 24일","23.565","23.605","23.745","23.205","0.58K","-1.43%"
"2020년 11월 23일","23.906","24.540","24.615","23.770","0.28K","-1.46%"
"2020년 11월 22일","24.260","24.207","24.262","24.148","-","-1.51%"
"2020년 11월 20일","24.631","24.340","24.780","24.340","0.58K","1.33%"
"2020년 11월 19일","24.308","24.625","24.625","24.000","0.29K","-1.64%"
"2020년 11월 18일","24.714","24.725","24.885","24.575","0.16K","-0.81%"
"2020년 11월 17일","24.917","24.910","25.050","24.775","0.29K","-0.64%"
"2020년 11월 16일","25.078","25.350","25.365","24.685","0.10K","1.22%"
"2020년 11월 15일","24.775","24.738","24.830","24.725","-","-1.21%"
"2020년 11월 13일","25.079","24.680","25.115","24.680","0.43K","1.89%"
"2020년 11월 12일","24.614","24.660","24.770","24.515","0.85K","0.19%"
"2020년 11월 11일","24.568","24.780","24.780","24.200","1.02K","-0.83%"
"2020년 11월 10일","24.773","24.350","24.885","24.350","1.50K","3.20%"
"2020년 11월 09일","24.004","26.350","26.420","23.950","1.05K","-7.87%"
"2020년 11월 08일","26.055","25.710","26.130","25.710","-","0.27%"
"2020년 11월 06일","25.984","25.650","26.245","25.360","1.66K","1.92%"
"2020년 11월 05일","25.495","24.615","25.840","24.615","0.80K","5.29%"
"2020년 11월 04일","24.213","24.000","24.535","23.875","0.79K","-1.88%"
"2020년 11월 03일","24.676","24.715","24.755","24.630","0.52K","1.11%"
"2020년 11월 02일","24.404","24.010","24.525","24.010","0.66K","3.81%"
"2020년 11월 01일","23.508","23.695","23.715","23.462","-","-2.05%"
"2020년 10월 30일","24.001","23.825","24.210","23.825","0.25K","1.23%"
"2020년 10월 29일","23.709","23.650","23.930","23.050","0.49K","0.09%"
"2020년 10월 28일","23.688","24.690","24.745","23.545","0.09K","-4.87%"
"2020년 10월 27일","24.901","24.935","25.075","24.675","0.13K","0.55%"
"2020년 10월 26일","24.764","24.590","24.880","24.545","0.11K","0.97%"
"2020년 10월 25일","24.525","24.672","24.740","24.247","-","-2.00%"
"2020년 10월 23일","25.026","25.100","25.215","24.970","0.04K","-0.19%"
"2020년 10월 22일","25.073","25.425","25.425","25.290","0.15K","-2.06%"
"2020년 10월 21일","25.600","25.590","25.760","25.425","0.21K","0.97%"
"2020년 10월 20일","25.354","25.005","25.420","24.835","0.16K","1.10%"
"2020년 10월 19일","25.077","25.030","25.220","24.730","0.09K","3.08%"
"2020년 10월 18일","24.328","24.315","24.365","24.262","-","-1.80%"
"2020년 10월 16일","24.774","24.885","24.935","24.745","0.09K","0.76%"
"2020년 10월 15일","24.588","24.590","24.590","24.110","0.30K","-0.86%"
"2020년 10월 14일","24.801","24.660","25.020","24.595","0.23K","1.06%"
"2020년 10월 13일","24.540","25.250","25.620","24.470","0.39K","-4.44%"
"2020년 10월 12일","25.680","25.845","25.905","25.415","0.36K","1.29%"
"2020년 10월 11일","25.352","25.317","25.457","25.200","-","-0.52%"
"2020년 10월 09일","25.485","24.715","25.610","24.700","0.38K","5.23%"
"2020년 10월 08일","24.218","24.455","24.535","24.180","0.29K","-0.28%"
"2020년 10월 07일","24.287","23.990","24.425","23.970","0.35K","0.25%"
"2020년 10월 06일","24.226","24.700","24.700","23.475","0.49K","-2.62%"
"2020년 10월 05일","24.877","24.400","24.535","24.385","0.53K","3.52%"
"2020년 10월 04일","24.030","23.895","24.065","23.830","-","-1.29%"
"2020년 10월 02일","24.345","24.315","24.375","24.150","0.40K","-0.94%"
"2020년 10월 01일","24.576","24.235","24.585","23.975","0.42K","3.17%"
"2020년 09월 30일","23.821","24.135","24.540","23.775","0.56K","-3.74%"
"2020년 09월 29일","24.746","24.115","24.725","24.050","0.07K","3.60%"
"2020년 09월 28일","23.886","23.330","24.100","23.330","0.03K","3.49%"
"2020년 09월 27일","23.080","23.038","23.188","22.995","-","-1.29%"
"2020년 09월 25일","23.381","23.375","23.390","23.010","0.04K","-0.41%"
"2020년 09월 24일","23.478","22.600","23.680","22.215","0.18K","0.23%"
"2020년 09월 23일","23.423","24.650","24.650","23.175","0.21K","-5.77%"
"2020년 09월 22일","24.856","25.600","25.600","24.470","0.12K","0.53%"
"2020년 09월 21일","24.726","26.380","26.380","24.720","0.14K","-8.03%"
"2020년 09월 20일","26.885","27.008","27.008","26.677","-","-2.16%"
"2020년 09월 18일","27.478","27.825","27.900","27.495","0.08K","0.08%"
"2020년 09월 17일","27.456","27.370","27.370","26.775","0.17K","-1.37%"
"2020년 09월 16일","27.838","28.035","28.050","27.435","0.03K","-0.01%"
"2020년 09월 15일","27.840","28.015","28.170","27.730","0.15K","0.37%"
"2020년 09월 14일","27.737","27.430","27.760","27.430","0.14K","2.83%"
"2020년 09월 13일","26.973","26.927","26.995","26.850","-","-0.97%"
"2020년 09월 11일","27.238","27.300","27.315","27.300","0.06K","-1.54%"
"2020년 09월 10일","27.665","27.795","27.885","27.385","0.05K","0.68%"
"2020년 09월 09일","27.477","27.145","27.555","27.145","0.16K","0.27%"
"2020년 09월 08일","27.402","27.720","27.720","26.600","0.11K","1.25%"
"2020년 09월 07일","27.065","27.047","27.380","26.828","-","0.08%"
"2020년 09월 06일","27.043","27.075","27.192","27.010","-","-0.29%"
"2020년 09월 04일","27.123","27.000","27.420","27.000","0.40K","-0.66%"
"2020년 09월 03일","27.303","28.100","28.235","27.080","0.47K","-2.04%"
"2020년 09월 02일","27.871","28.750","28.750","28.095","0.52K","-3.92%"
"2020년 09월 01일","29.008","29.530","29.535","29.530","0.56K","0.09%"
"2020년 08월 31일","28.983","28.890","29.005","28.890","0.32K","2.68%"
"2020년 08월 30일","28.227","27.812","28.462","27.812","-","0.12%"
"2020년 08월 28일","28.194","28.190","28.245","28.190","0.09K","2.02%"
"2020년 08월 27일","27.637","27.990","27.990","27.330","0.05K","-1.40%"
"2020년 08월 26일","28.029","26.945","27.875","26.945","0.06K","4.54%"
"2020년 08월 25일","26.813","27.150","27.150","27.150","0.01K","-1.35%"
"2020년 08월 24일","27.180","27.525","27.525","27.140","0.03K","1.95%"
"2020년 08월 23일","26.660","26.780","26.900","26.540","-","-2.28%"
"2020년 08월 21일","27.282","28.115","28.115","28.115","0.02K","-1.64%"
"2020년 08월 20일","27.738","27.650","27.720","27.650","0.04K","-0.70%"
"2020년 08월 19일","27.934","28.480","28.480","28.480","0.08K","-2.63%"
"2020년 08월 18일","28.689","29.040","29.055","28.630","0.03K","1.56%"
"2020년 08월 17일","28.249","28.000","28.120","27.955","0.15K","7.71%"
"2020년 08월 16일","26.227","26.578","26.885","26.180","-","-1.68%"
"2020년 08월 14일","26.675","27.390","27.775","26.930","0.06K","-5.87%"
"2020년 08월 13일","28.339","27.075","27.770","27.075","0.34K","6.27%"
"2020년 08월 12일","26.666","24.270","26.915","24.270","0.10K","-0.36%"
"2020년 08월 11일","26.762","29.920","29.920","25.700","0.11K","-10.86%"
"2020년 08월 10일","30.023","29.180","30.255","29.180","0.15K","6.28%"
"2020년 08월 09일","28.250","28.355","28.565","27.962","-","-0.52%"
"2020년 08월 07일","28.399","30.470","30.850","28.435","0.14K","-3.15%"
"2020년 08월 06일","29.324","29.050","29.950","28.875","0.14K","5.60%"
"2020년 08월 05일","27.770","26.940","28.050","26.850","0.11K","3.35%"
"2020년 08월 04일","26.869","25.300","26.450","25.295","0.02K","6.45%"
"2020년 08월 03일","25.242","25.225","25.370","25.220","0.19K","1.99%"
"2020년 08월 02일","24.750","24.545","25.267","24.315","-","-1.22%"
"2020년 07월 31일","25.055","24.680","25.370","24.680","0.28K","3.46%"
"2020년 07월 30일","24.218","24.430","24.430","24.040","0.06K","-3.79%"
"2020년 07월 29일","25.173","25.310","25.865","24.950","0.05K","0.26%"
"2020년 07월 28일","25.107","26.820","26.820","24.055","0.06K","-0.75%"
"2020년 07월 27일","25.296","25.130","25.200","25.005","0.07K","8.22%"
"2020년 07월 26일","23.375","22.970","23.440","22.965","-","-1.00%"
"2020년 07월 24일","23.610","23.545","23.820","23.395","0.05K","-0.51%"
"2020년 07월 23일","23.732","23.585","23.585","23.450","0.06K","-0.52%"
"2020년 07월 22일","23.855","23.325","23.965","23.130","0.20K","7.49%"
"2020년 07월 21일","22.192","20.945","22.340","20.945","0.17K","6.60%"
"2020년 07월 20일","20.818","20.485","20.895","20.485","0.07K","5.53%"
"2020년 07월 19일","19.727","19.755","19.760","19.710","-","-3.24%"
"2020년 07월 17일","20.387","20.000","20.395","19.940","0.06K","1.29%"
"2020년 07월 16일","20.127","20.325","20.325","20.325","0.01K","-0.91%"
"2020년 07월 15일","20.312","20.265","20.365","20.265","0.10K","1.23%"
"2020년 07월 14일","20.065","20.100","20.145","19.900","0.07K","-1.50%"
"2020년 07월 13일","20.371","19.905","20.370","19.900","0.12K","6.28%"
"2020년 07월 12일","19.168","19.075","19.203","19.058","-","-2.53%"
"2020년 07월 10일","19.665","19.770","19.770","19.710","0.02K","0.43%"
"2020년 07월 09일","19.580","19.785","20.120","19.600","0.10K","-1.03%"
"2020년 07월 08일","19.783","19.535","19.800","19.535","0.08K","2.30%"
"2020년 07월 07일","19.338","19.245","19.390","19.245","0.31K","0.66%"
"2020년 07월 06일","19.211","19.170","19.345","19.150","0.26K","4.79%"
"2020년 07월 05일","18.332","18.335","18.363","18.300","-","0.09%"
"2020년 07월 03일","18.315","18.250","18.345","18.223","-","-3.27%"
"2020년 07월 02일","18.935","18.840","19.050","18.840","0.31K","0.73%"
"2020년 07월 01일","18.797","19.110","19.335","19.110","0.30K","-1.60%"
"2020년 06월 30일","19.102","18.500","19.105","18.500","0.03K","3.10%"
"2020년 06월 29일","18.528","18.765","18.765","18.575","0.00K","2.90%"
"2020년 06월 28일","18.005","17.878","18.098","17.878","-","-3.37%"
"2020년 06월 26일","18.633","18.725","18.725","18.640","0.01K","0.58%"
"2020년 06월 25일","18.526","18.555","18.555","18.555","0.00K","1.17%"
"2020년 06월 24일","18.311","18.400","18.400","18.255","0.00K","-2.30%"
"2020년 06월 23일","18.743","18.775","18.855","18.775","0.00K","0.84%"
"2020년 06월 22일","18.586","18.675","18.900","18.675","0.02K","3.43%"
"2020년 06월 21일","17.970","17.837","17.983","17.837","-","-3.10%"
"2020년 06월 19일","18.544","18.640","18.640","18.640","0.02K","2.02%"
"2020년 06월 18일","18.176","18.095","18.120","18.050","0.01K","-1.44%"
"2020년 06월 17일","18.442","18.370","18.380","18.370","0.00K","0.82%"
"2020년 06월 16일","18.292","18.335","18.350","18.170","0.16K","1.38%"
"2020년 06월 15일","18.043","18.115","18.115","18.115","0.02K","2.60%"
"2020년 06월 14일","17.585","17.562","17.617","17.510","-","-3.06%"
"2020년 06월 12일","18.140","18.200","18.200","18.200","0.00K","-2.29%"
"2020년 06월 11일","18.566","18.920","18.920","18.920","0.01K","0.54%"
"2020년 06월 10일","18.466","18.555","18.555","18.555","0.12K","-0.23%"
"2020년 06월 09일","18.508","18.525","18.610","18.470","0.00K","-0.76%"
"2020년 06월 08일","18.650","18.350","18.610","18.350","0.15K","6.07%"
"2020년 06월 07일","17.582","17.575","17.595","17.512","-","-3.38%"
"2020년 06월 05일","18.197","18.330","18.350","18.330","0.04K","-2.54%"
"2020년 06월 04일","18.672","18.545","18.645","18.545","0.02K","0.66%"
"2020년 06월 03일","18.550","18.513","18.513","18.513","0.00K","-1.52%"
"2020년 06월 02일","18.837","19.155","19.155","18.785","0.00K","-2.47%"
"2020년 06월 01일","19.314","19.000","19.310","18.910","0.06K","3.38%"
"2020년 05월 31일","18.683","18.470","18.755","18.470","-","-0.74%"
"2020년 05월 29일","18.822","18.775","18.810","18.775","0.06K","2.87%"
"2020년 05월 28일","18.296","18.259","18.259","18.259","0.01K","1.19%"
"2020년 05월 27일","18.080","18.043","18.043","18.043","0.03K","0.93%"
"2020년 05월 26일","17.914","17.877","17.877","17.877","0.00K","1.54%"
"2020년 05월 25일","17.642","17.637","17.685","17.370","-","-0.02%"
"2020년 05월 24일","17.645","17.675","17.703","17.617","-","-1.97%"
"2020년 05월 22일","18.000","17.945","17.945","17.890","0.02K","2.08%"
"2020년 05월 21일","17.633","17.905","17.905","17.740","0.00K","-3.52%"
"2020년 05월 20일","18.276","18.560","18.560","18.560","0.00K","0.71%"
"2020년 05월 19일","18.148","18.000","18.000","18.000","0.05K","2.31%"
"2020년 05월 18일","17.739","17.650","18.120","17.650","0.01K","2.30%"
"2020년 05월 17일","17.340","17.110","17.400","17.110","-","0.05%"
"2020년 05월 15일","17.332","17.170","17.320","17.170","0.03K","5.46%"
"2020년 05월 14일","16.435","16.360","16.360","16.360","0.00K","2.80%"
"2020년 05월 13일","15.988","15.930","15.930","15.930","0.01K","-0.41%"
"2020년 05월 12일","16.054","16.020","16.020","16.020","35.61K","0.37%"
"2020년 05월 11일","15.995","15.895","15.980","15.895","0.00K","0.88%"
"2020년 05월 10일","15.855","15.790","15.870","15.750","-","-1.39%"
"2020년 05월 08일","16.079","16.045","16.045","16.045","0.00K","1.18%"
"2020년 05월 07일","15.891","15.857","15.857","15.857","0.00K","3.69%"
"2020년 05월 06일","15.325","15.290","15.290","15.290","0.00K","-0.55%"
"2020년 05월 05일","15.410","15.435","15.530","15.430","0.01K","2.00%"
"2020년 05월 04일","15.108","15.105","15.130","15.035","0.04K","0.92%"
"2020년 05월 03일","14.970","15.010","15.120","14.805","-","-2.05%"
"2020년 05월 01일","15.283","15.245","15.250","15.245","0.01K","-0.12%"
"2020년 04월 30일","15.302","15.760","15.760","15.495","0.01K","-1.82%"
"2020년 04월 29일","15.586","15.880","16.080","15.880","0.00K","0.10%"
"2020년 04월 28일","15.570","15.420","15.420","15.420","0.03K","0.45%"
"2020년 04월 27일","15.501","15.570","15.570","15.460","0.03K","0.89%"
"2020년 04월 26일","15.365","15.350","15.390","15.290","-","-1.45%"
"2020년 04월 24일","15.591","15.880","15.885","15.880","0.01K","-0.52%"
"2020년 04월 23일","15.672","15.638","15.638","15.638","0.03K","0.13%"
"2020년 04월 22일","15.651","15.617","15.617","15.617","15.04K","3.47%"
"2020년 04월 21일","15.126","15.140","15.140","15.025","0.00K","-4.77%"
"2020년 04월 20일","15.884","15.895","15.895","15.610","0.03K","4.19%"
"2020년 04월 19일","15.245","15.290","15.355","15.235","-","-2.27%"
"2020년 04월 17일","15.599","15.755","15.755","15.540","0.06K","-2.20%"
"2020년 04월 16일","15.950","15.905","15.930","15.875","0.01K","0.69%"
"2020년 04월 15일","15.840","15.865","15.865","15.840","0.01K","-4.20%"
"2020년 04월 14일","16.535","16.470","16.470","16.470","0.03K","3.63%"
"2020년 04월 13일","15.956","15.675","15.795","15.675","0.01K","1.21%"
"2020년 04월 12일","15.765","15.865","15.973","15.732","-","-0.94%"
"2020년 04월 10일","15.915","15.915","15.915","15.915","-","-3.42%"
"2020년 04월 09일","16.478","16.444","16.444","16.444","0.02K","6.12%"
"2020년 04월 08일","15.528","15.494","15.494","15.494","0.15K","-1.23%"
"2020년 04월 07일","15.721","15.800","15.800","15.690","0.17K","2.29%"
"2020년 04월 06일","15.369","15.015","15.015","15.015","0.00K","5.77%"
"2020년 04월 05일","14.530","14.500","14.570","14.357","-","-1.28%"
"2020년 04월 03일","14.718","14.684","14.684","14.684","0.43K","-1.20%"
"2020년 04월 02일","14.897","14.863","14.863","14.863","0.15K","4.92%"
"2020년 04월 01일","14.198","14.164","14.164","14.164","5.53K","-1.16%"
"2020년 03월 31일","14.365","14.331","14.331","14.331","0.01K","0.06%"
"2020년 03월 30일","14.356","14.322","14.322","14.322","6.31K","-1.35%"
"2020년 03월 29일","14.553","14.565","14.710","14.473","-","-1.23%"
"2020년 03월 27일","14.734","14.700","14.700","14.700","0.03K","-0.51%"
"2020년 03월 26일","14.809","14.775","14.775","14.775","4.26K","-1.15%"
"2020년 03월 25일","14.981","14.500","14.500","14.500","0.00K","4.00%"
"2020년 03월 24일","14.405","13.625","13.625","13.625","0.00K","7.01%"
"2020년 03월 23일","13.461","12.780","12.780","12.635","0.01K","8.25%"
"2020년 03월 22일","12.435","12.643","12.662","12.290","-","-0.97%"
"2020년 03월 20일","12.557","12.800","12.800","12.800","0.03K","1.93%"
"2020년 03월 19일","12.319","12.370","12.370","12.085","0.00K","3.10%"
"2020년 03월 18일","11.949","12.480","12.485","12.210","0.03K","-5.72%"
"2020년 03월 17일","12.674","12.640","12.640","12.640","0.00K","-2.45%"
"2020년 03월 16일","12.992","13.270","13.270","12.880","0.00K","-12.10%"
"2020년 03월 15일","14.780","14.655","15.245","14.655","-","0.60%"
